E. I. N.,Name,In Care of Name,Address,City,State,Zip Code,Asset Amount,Income Amount,Form 990 Revenue Amount
660442843,IGLESIA LA TROMPETA FINAL INC                                         ,                                   ,HC 2 BOX 16574                     ,ARECIBO               ,PR,00612-9037,             ,             ,             
660516261,IGLESIA MANANTIAL DE VIDA AD                                          ,                                   ,2008 CALLE 25 DE JULIO             ,PONCE                 ,PR,00728-4814,             ,             ,             
660441776,IGLESIA MANANTIAL DE VIDA INC                                         ,% MARCOS MORALES                   ,EXPRESO ARECIBO A LARES CARR 129 BO,LARES                 ,PR,00669-0000,             ,             ,             
660607966,IGLESIA MISIONERA CASA RESTAURACION                                   ,                                   ,E9 CALLE PALOMA                    ,VEGA BAJA             ,PR,00949-3460,             ,             ,             
660620455,IGLESIA MISIONERA ELOHIM INC                                          ,                                   ,PO BOX 850                         ,CANOVANAS             ,PR,00729-0850,             ,             ,             
660742449,IGLESIA MISIONERA JESUCRISTO REY DE REYES                             ,                                   ,15 JARDIN DE ORQUIDEAS             ,VEGA BAJA             ,PR,00693-0000,             ,             ,             
660751086,IGLESIA MISIONERA LA MANO DE JEHOVA DE RESTAURACION Y ADORACION       ,% PASTORA ANGELICA MARTINEZ        ,PO BOX 2017 PMB 503                ,LAS PIEDRAS           ,PR,00771-2017,             ,             ,             
660572059,IGLESIA MISIONERA SHALOM Y CHARIS                                     ,% EDUARDO MORA DORAN               ,PO BOX 4985 MSC 101                ,CAGUAS                ,PR,00726-4985,             ,             ,             
660472369,IGLESIA PENTECOASTAL ZION ASAMBLEA DE DIOS                            ,                                   ,PO BOX 9484                        ,CAROLINA              ,PR,00988-9484,             ,             ,             
660675458,IGLESIA PENTECOSTAL DE ROSARIO INC                                    ,% CALLE NESTOR TORRES              ,PO BOX 1810 PMB 726                ,MAYAGUEZ              ,PR,00681-1810,             ,             ,             
660731022,IGLESIA PENTECOSTAL EL JARDIN DE DIOS                                 ,                                   ,PO BOX 35000 PMB 20078             ,CANOVANAS             ,PR,00729-0014,             ,             ,             
223480547,IGLESIA PENTECOSTAL VIDA Y VERDAD DE LAS ASAMBLEAS DE DIOS            ,% BARBARA NIEVES                   ,PO BOX 2877                        ,GUAYAMA               ,PR,00785-2877,             ,             ,             
660549327,IGLESIA PUEBLO DE DIOS PENTECOSTAL                                    ,                                   ,PO BOX 190016                      ,RIO PIEDRAS           ,PR,00930-0000,             ,             ,             
660428414,IGLESIA ROCA DE REFUGIO DEFENSORES DE LA FE INC                       ,                                   ,RR 4 BOX 11162                     ,TOA ALTA              ,PR,00953-9713,             ,             ,             
660468712,IGLESIA SIL OE ASAMBLEAS DE DIOS                                      ,% EDDIE GONZALEZ                   ,PO BOX 428                         ,BARCELONETA           ,PR,00617-0428,             ,             ,             
660702867,IGLESIA TABERNACULO DE ADORACION CASA DEL JOVEN                       ,% EDGARDO PADILLA APDO 406         ,PO BOX 43001                       ,RIO GRANDE            ,PR,00745-6600,             ,             ,             
660610720,IGLESIA UNITY DORADO INC                                              ,% ANA M CHAPIRRO                   ,PO BOX 378                         ,DORADO                ,PR,00646-0378,             ,             ,             
660709814,IGLESIA UNITY ESTRELLA DE ORACION                                     ,                                   ,PO BOX 1457                        ,AGUADA                ,PR,00602-1457,             ,             ,             
660646373,IGLESIA VIDA EN SU PALABRA INC                                        ,% FRANCISCO ROSA BENITEZ           ,CALLE SAGRADA FAM 14 BONN VALLEY   ,CAGUAS                ,PR,00727-0000,             ,             ,             
660767783,ILLUMINATING ENGINEERING SOCIETY                                      ,% MARIEL T ACEVEDO                 ,139 CALLE LUQUILLO                 ,SAN JUAN              ,PR,00926-5522,             ,             ,             
660736342,IM CASA DE ADORACION DANDO VOCES DE JUBILO                            ,                                   ,HC 4 BOX 8802                      ,CANOVANAS             ,PR,00729-9727,             ,             ,             
660737386,INCIDENT COMMAND SUPPORT TEAM                                         ,% CANDIDO E ARRIAGA CORREA         ,PO BOX 192867                      ,SAN JUAN              ,PR,00919-2867,             ,             ,             
660713442,INCUBADORA MICROEMPRESA BIEKE INC                                     ,% NILDA MEDINA DIAZ                ,PO BOX 1424                        ,VIEQUES               ,PR,00765-1424,"$15,850.00","$45,415.00","$45,415.00"
660706119,INFINITE GREEN ALLIANCE INC                                           ,% MANUEL J MARTINEZ                ,PO BOX 1954                        ,CEIBA                 ,PR,00735-1954,             ,             ,             
660543204,INICIATIVA COMUNITARIA DE ARECIBO ICA INC                             ,% ROLANDO PADRO LOPEZ              ,PO BOX 9911                        ,ARECIBO               ,PR,00613-9911,"$54,000.00","$165,196.00","$165,196.00"
660483960,INICIATIVA COMUNITARIA DE INVESTIGACION INC                           ,% JOSE VARGAS VIDOT                ,PO BOX 366535                      ,SAN JUAN              ,PR,00936-6535,"$3,308,042.00","$4,010,091.00","$4,010,091.00"
660585195,INICIATIVA COMUNITORIO DE LA MONTANA INC                              ,                                   ,PO BOX 1881                        ,UTUADO                ,PR,00641-1881,"$125,090.00","$763,390.00","$763,390.00"
660630634,INICIATIVA TECNOLOGICA CENTRO ORIENTAL INC                            ,% OSCAR JIMENEZ                    ,15 CALLE BALDORIOTY                ,CAGUAS                ,PR,00725-3507,"$1,182,620.00","$1,941,467.00","$1,941,467.00"
660666323,INICIATIVA TECNOLOGICA DEL NORTE INC INTENOR                          ,% JORGE REYES                      ,PO BOX 2049                        ,BARCELONETA           ,PR,00617-2049,"$74,891.00","$132,450.00","$132,450.00"
660725543,INITIATIVE FOR INDEPENDENT SCHOOLING IN PUERTO RICO INC               ,                                   ,PO BOX 5968 PMB 311                ,AGUADILLA             ,PR,00605-5968,"$26,185.00","$73,162.00","$73,162.00"
660697838,INNOVATIVE TECHNOLOGY FOR EDUCATION INC                               ,% LUIS A GARCIA NEVARES            ,400 CALLE CALAF PMB 460 STE139     ,SAN JUAN              ,PR,00918-1314,$1.00,$1.00,             
660596117,INSTITUCION DE NINOS ANDRES INC                                       ,% JUAN GOVEO HERNANDEZ             ,PO BOX 6467                        ,BAYAMON               ,PR,00960-5467,"$274,368.00","$438,895.00","$438,895.00"
660387734,INSTITUTE OF INTERNAL AUDITORS                                        ,% NESTOR KERCADO SANCHEZ           ,URB VILLA CAROLINA 24016 ST 5      ,CAROLINA              ,PR,00985-0000,"$57,727.00","$80,974.00","$80,974.00"
660623658,INSTITUTO ACUPUNCTURA DEL CARIBE CORP                                 ,% IDEA                             ,AL5 VIA ELENA                      ,CAROLINA              ,PR,00983-3901,$0.00,$0.00,$0.00
660712344,INSTITUTO DE FORMACION LITERARIA INC                                  ,% MARA D CRUZ                      ,PO BOX 193195                      ,SAN JUAN              ,PR,00919-3195,$0.00,$0.00,$0.00
660215050,INSTITUTO DEL HOGAR CELIA Y HARRIS BUNKER INC                         ,                                   ,PO BOX 20155                       ,SAN JUAN              ,PR,00928-0155,"$159,801.00","$288,205.00","$285,343.00"
660508696,INSTITUTO ESPECIAL PARA EL DESARROL LO INTEGRAL DEL INDIV FAM Y COM IN,                                   ,PO BOX 1241                        ,YAUCO                 ,PR,00698-1241,"$844,577.00","$831,792.00","$831,792.00"
660725105,INSTITUTO NUEVA ESCUELA                                               ,% YMA N RIOS                       ,1101 AVE PONCE DE LEON             ,RIO PIEDRAS           ,PR,00925-2912,"$278,225.00","$436,393.00","$436,393.00"
660658219,INSTITUTO PARR EL DESARROLLO SOCIO ECONOMICO Y DE VIVIENCA DE PR INC  ,                                   ,PO BOX 7154                        ,MAYAGUEZ              ,PR,00681-7154,"$1,863,298.00","$2,610,573.00","$2,610,573.00"
660421420,INSTITUTO PREVOCACIONAL E INDUSTRIAL DE PUERTO RICO                   ,                                   ,PO BOX 1800                        ,ARECIBO               ,PR,00613-1800,"$5,636,367.00","$3,293,014.00","$3,293,014.00"
660196040,INSTITUTO PSICOPEDAGOGICO DE P R                                      ,% AIXA RIVERA ACCOUNTANT           ,PO BOX 363744                      ,SAN JUAN              ,PR,00936-3744,"$2,291,077.00","$4,613,530.00","$4,613,530.00"
660425840,INSTITUTO SOCIO-ECONOMICO COMUNITARIO INC                             ,% SR ARLEEN PADUA IRIZARRY         ,PO BOX 9024142                     ,SAN JUAN              ,PR,00902-4142,"$6,532,650.00","$9,539,666.00","$9,539,666.00"
237259899,INTEGRAL DE LOIZA CONCILIODE SALUD                                    ,                                   ,PO BOX 509                         ,LOIZA                 ,PR,00772-0509,"$13,360,398.00","$12,782,840.00","$12,782,840.00"
660752242,INTELLECTUAL PROPERTY INSTITUTE INC                                   ,% EUGENIO TORRES-OYOLA             ,221 AVE PONCE DE LEON STE 403      ,HATO REY              ,PR,00917-1809,             ,             ,             
660177776,INTER AMERICAN UNIVERSITY OF PUERTO RICO                              ,                                   ,PO BOX 363255                      ,SAN JUAN              ,PR,00936-3255,"$502,216,538.00","$273,400,452.00","$273,400,452.00"
660582833,INTERNATIONAL ASSOCIATION OF ADMINISTRATIVE PROFESSIONALS             ,% EIRY RIVERA CAP                  ,PO BOX 360744                      ,SAN JUAN              ,PR,00936-0744,$0.00,$0.00,$0.00
660643457,INTERNATIONAL ASSOCIATION OF ADMINISTRATIVE PROFESSIONALS             ,% MYRNA ROMAN LAZEN                ,URB SANS SOUCI CALLE 4 R-3         ,BAYAMON               ,PR,00957-0000,$0.00,$0.00,$0.00
